,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,last_owned
0,SOLD,105000,3.0,2.0,0.12,Sector Yahuecas Titulo # V84,Adjuntas,Puerto Rico,601.0,920.0,Not Owned
1,SOLD,80000,4.0,2.0,0.08,Km 78 9 Carr # 135,Adjuntas,Puerto Rico,601.0,1527.0,Not Owned
2,SOLD,67000,2.0,1.0,0.15,556G 556-G 16 St,Juana Diaz,Puerto Rico,795.0,748.0,Not Owned
3,SOLD,145000,4.0,2.0,0.1,R5 Comunidad El Paraso Calle De Oro R-5 Ponce,Ponce,Puerto Rico,731.0,1800.0,Not Owned
4,SOLD,65000,6.0,2.0,0.05,14 Navarro,Mayaguez,Puerto Rico,680.0,1000.0,Not Owned
5,SOLD,179000,4.0,3.0,0.46,Bo Calabazas San Sebastian,San Sebastian,Puerto Rico,612.0,2520.0,Not Owned
6,SOLD,50000,3.0,1.0,0.2,49.1 140,Ciales,Puerto Rico,639.0,2040.0,Not Owned
7,SOLD,71600,3.0,2.0,0.08,3467 St,Ponce,Puerto Rico,731.0,1050.0,Not Owned
8,SOLD,100000,2.0,1.0,0.09,230 Rio De Vida,Ponce,Puerto Rico,730.0,1092.0,Not Owned
9,SOLD,300000,5.0,3.0,7.46,Pr 120 Bo Maravilla Sur K M # 335,Las Marias,Puerto Rico,670.0,5403.0,Not Owned
10,SOLD,89000,3.0,2.0,13.39,Km 3 4 Solar 457 Sr # 1,Isabela,Puerto Rico,662.0,1106.0,Not Owned
11,SOLD,150000,3.0,2.0,0.08,91 Del Rio,Juana Diaz,Puerto Rico,795.0,1045.0,Not Owned
12,SOLD,155000,3.0,2.0,0.1,Pr,Lares,Puerto Rico,669.0,4161.0,Not Owned
13,SOLD,79000,5.0,2.0,0.12,90 # A10,Utuado,Puerto Rico,641.0,1620.0,Not Owned
14,SOLD,649000,5.0,5.0,0.74,F118 Madrid St El Monte Iv Ext # Dev,Ponce,Puerto Rico,731.0,2677.0,Not Owned
15,SOLD,120000,3.0,2.0,0.08,10-K Alejandrina St,Yauco,Puerto Rico,698.0,1100.0,Not Owned
16,SOLD,235000,4.0,4.0,0.22,10 Calle Carrau # 3351,Mayaguez,Puerto Rico,680.0,3450.0,Not Owned
17,SOLD,105000,3.0,2.0,0.08,DD18 Calle 28,Ponce,Puerto Rico,728.0,1500.0,Not Owned
18,SOLD,575000,3.0,2.0,3.88,5.8 Carr 435 Km # 58,San Sebastian,Puerto Rico,685.0,4000.0,Not Owned
19,SOLD,140000,6.0,3.0,0.25,1 Bo Corcovada,Anasco,Puerto Rico,610.0,1230.0,Not Owned
20,SOLD,50000,2.0,1.0,0.23,Km 5 0 Carr # 374,Yauco,Puerto Rico,698.0,621.0,Not Owned
21,SOLD,165000,6.0,3.0,0.1,110 Concepcion Vera Ayala,Moca,Puerto Rico,676.0,3000.0,Not Owned
22,SOLD,189000,3.0,1.0,2.0,4C Calle Girasoles,Coamo,Puerto Rico,769.0,1213.0,Not Owned
23,SOLD,115000,3.0,2.0,0.08,17 Estancias Del Madrigal Apt 326,Ponce,Puerto Rico,716.0,1148.0,Not Owned
24,SOLD,122500,3.0,2.0,0.05,16 Muoz Rivera St,Yauco,Puerto Rico,698.0,1118.0,Not Owned
25,SOLD,255000,3.0,2.0,0.28,Rd 125 Km 15 8 Lot 1,San Sebastian,Puerto Rico,685.0,1500.0,Not Owned
26,SOLD,425000,4.0,3.0,0.3,31 Calle A,Ponce,Puerto Rico,730.0,3000.0,Not Owned
27,SOLD,93000,4.0,2.0,0.11,C12 Hacienda Olivieri St # 21ST,Guayanilla,Puerto Rico,656.0,1300.0,Not Owned
28,SOLD,75000,4.0,2.0,0.04,176 Calle Nemesio Gonzalez,Manati,Puerto Rico,676.0,1080.0,Not Owned
29,SOLD,469000,3.0,2.0,0.69,Carretera 457 K M 0 2 Bo Planas,Isabela,Puerto Rico,662.0,2505.0,Not Owned
30,SOLD,189000,6.0,3.0,1.75,Km 536 Carretera # 149,Villalba,Puerto Rico,766.0,1943.0,Not Owned
31,SOLD,225000,5.0,4.0,0.12,Vannina,Ponce,Puerto Rico,717.0,1600.0,Not Owned
32,SOLD,495000,4.0,2.0,3.08,Sector Usera Carr 153 Km # 91,Santa Isabel,Puerto Rico,757.0,2886.0,Not Owned
33,SOLD,220000,1.0,1.0,0.1,18 Paseo De La Pesca,Ponce,Puerto Rico,730.0,850.0,Not Owned
34,SOLD,70500,3.0,1.0,0.23,Carr 371 Herminio Perez,Yauco,Puerto Rico,698.0,936.0,Not Owned
35,SOLD,305000,3.0,2.0,1.13,Km 6 4 Carr # 111,Moca,Puerto Rico,676.0,1928.0,Not Owned
36,SOLD,475000,4.0,4.0,4.84,PR-445 Km 3 4 Interior,San Sebastian,Puerto Rico,685.0,3690.0,Not Owned
37,SOLD,195000,3.0,4.0,1.94,Carr 111 Calle Las Flores,Utuado,Puerto Rico,641.0,2500.0,Not Owned
38,SOLD,120000,4.0,2.0,0.24,8 Calle Barbosa Bernard,Las Marias,Puerto Rico,670.0,1800.0,Not Owned
39,SOLD,650000,9.0,7.0,0.46,Km 105 Camino Cesar Gomez,Mayaguez,Puerto Rico,680.0,3709.0,Not Owned
40,SOLD,555000,5.0,3.0,0.16,17 18 Paseo De La Pesca,Ponce,Puerto Rico,730.0,3100.0,Not Owned
41,SOLD,3900000,6.0,6.0,0.94,13 El Penon Ward,Penuelas,Puerto Rico,624.0,9297.0,Not Owned
42,SOLD,400000,3.0,3.0,0.99,Carretera 111 Km 12 6 Barrio Capa Moca,Moca,Puerto Rico,676.0,43082.0,Not Owned
43,SOLD,380000,4.0,2.0,18.45,Calle N Finca De 19 Cuerdas En El Bo Campo Alegre En Hatillo,Hatillo,Puerto Rico,659.0,1200.0,Not Owned
44,SOLD,95000,3.0,2.0,0.1,D1 Urb San Cristobal,Aguada,Puerto Rico,602.0,600.0,Not Owned
45,SOLD,74000,3.0,1.0,0.09,Km 4 1 Pr # 417,Aguada,Puerto Rico,602.0,900.0,Not Owned
46,SOLD,139500,4.0,2.0,0.15,151 Calle San Jose,Aguada,Puerto Rico,602.0,3000.0,Not Owned
47,SOLD,149900,1.0,1.0,0.26,Bo Espinal Carr # 442,Aguada,Puerto Rico,602.0,2100.0,Not Owned
48,SOLD,180000,2.0,2.0,0.24,4417 Br,Aguada,Puerto Rico,602.0,1138.0,Not Owned
49,SOLD,249000,3.0,2.0,0.13,Km 1 6 Carr # 411,Aguada,Puerto Rico,602.0,1380.0,Not Owned
50,SOLD,252000,6.0,4.0,0.23,Km 0 7 Carr # 4417,Aguada,Puerto Rico,602.0,2500.0,Not Owned
51,SOLD,160000,2.0,1.0,0.21,B15 Carr 115 Km 24 1 Int Unit B15,Aguada,Puerto Rico,602.0,813.0,Not Owned
52,SOLD,90000,2.0,1.0,0.07,A-18 Condominio Los Almendros,Aguada,Puerto Rico,602.0,813.0,Not Owned
53,SOLD,500000,5.0,3.0,1.78,1 Pr,Aguada,Puerto Rico,602.0,2962.0,Not Owned
54,SOLD,339000,4.0,2.0,0.1,13 Calle Valle Hermoso,Aguada,Puerto Rico,602.0,1955.0,Not Owned
55,SOLD,265000,3.0,2.0,0.08,D36 Calle 9,Aguada,Puerto Rico,602.0,1200.0,Not Owned
56,SOLD,10000000,6.0,5.0,0.12,441 Bo Carrizal Km 2 6 Unit 4,Aguada,Puerto Rico,602.0,6000.0,Not Owned
57,SOLD,389000,3.0,4.0,2.0,Km 1 8 Int Carr # 414,Aguada,Puerto Rico,602.0,1880.0,Not Owned
58,SOLD,575000,3.0,2.0,2.96,Sect Ramos Piedras Blancas,Aguada,Puerto Rico,602.0,2500.0,Not Owned
59,SOLD,35000,3.0,2.0,0.88,4416 K 1 8 Bo Naranjo,Aguada,Puerto Rico,602.0,1200.0,Not Owned
60,SOLD,58000,3.0,2.0,0.21,Solar 9 Carr # 416,Aguada,Puerto Rico,602.0,1200.0,Not Owned
61,SOLD,85000,3.0,2.0,21.08,417 Km 0 6 Piedras Blancas,Aguada,Puerto Rico,602.0,1200.0,Not Owned
62,SOLD,47000,3.0,2.0,0.57,Atalaya Rd,Aguada,Puerto Rico,602.0,1200.0,Not Owned
63,SOLD,720000,3.0,3.0,0.21,8 Carr 115 Bo Guayabo Unit Dn,Aguada,Puerto Rico,602.0,2715.0,Not Owned
64,SOLD,375000,7.0,5.0,0.31,115 Carr # 115,Aguada,Puerto Rico,602.0,2775.0,Not Owned
65,SOLD,50000,3.0,2.0,0.65,Pr416 1 3 Bo Piedras Blancas,Aguada,Puerto Rico,602.0,1200.0,Not Owned
66,SOLD,3250000,3.0,6.0,0.06,Carr 413 Sandy Bch,Rincon,Puerto Rico,602.0,2000.0,Not Owned
67,SOLD,39500,3.0,2.0,0.24,Km 5 4 Int Carr # 417,Aguada,Puerto Rico,602.0,1200.0,Not Owned
68,SOLD,249500,3.0,2.0,33.35,34 Cuerdas Rd,Aguada,Puerto Rico,602.0,1200.0,Not Owned
69,SOLD,1399000,5.0,3.0,8.74,1 Bo Jaguey Carr 411 Km 2 5 Int,Aguada,Puerto Rico,602.0,5517.0,Not Owned
70,SOLD,600000,6.0,5.0,0.1,Pr,Aguada,Puerto Rico,602.0,2400.0,Not Owned
71,SOLD,189000,2.0,1.0,0.21,Km2 1 Carr # 442,Aguada,Puerto Rico,602.0,951.0,Not Owned
72,SOLD,150000,3.0,2.0,1.46,Km 25 Carr # 115,Aguada,Puerto Rico,602.0,1200.0,Not Owned
73,SOLD,74000,3.0,2.0,0.21,Solar C Carretera 416 Km 0 1 Int Bo Piedras Blancas,Aguada,Puerto Rico,602.0,1200.0,Not Owned
74,SOLD,65500,3.0,2.0,0.28,10 Solar 411 Km 1 3 Int Rd # 10,Aguada,Puerto Rico,602.0,1200.0,Not Owned
75,SOLD,67500,3.0,2.0,0.28,9 Solar 411 Km 1 3 Int Rd # 9,Aguada,Puerto Rico,602.0,1200.0,Not Owned
76,SOLD,74000,3.0,2.0,0.21,B Carretera 416 Km 0 1 Int,Aguada,Puerto Rico,602.0,1200.0,Not Owned
77,SOLD,130000,3.0,2.0,0.42,Km 16 Pr # 441,Aguada,Puerto Rico,602.0,1200.0,Not Owned
78,SOLD,95000,3.0,2.0,0.37,417 Km 0 7 Bo Asomante,Aguada,Puerto Rico,602.0,1200.0,Not Owned
79,SOLD,329000,3.0,2.0,0.23,304 Calle Miramar,Rincon,Puerto Rico,602.0,2000.0,Not Owned
80,SOLD,130000,3.0,2.0,0.68,1 Bo Guaniquilla,Aguada,Puerto Rico,602.0,1200.0,Not Owned
81,SOLD,94770,3.0,2.0,0.25,115 Carr 115 Bo Guayabo Km # 192,Aguada,Puerto Rico,602.0,1200.0,Not Owned
82,SOLD,150000,3.0,2.0,0.38,Km 16 1 Pr # 115,Aguada,Puerto Rico,602.0,1200.0,Not Owned
83,SOLD,165000,3.0,2.0,0.4,115 K 24 3 Bo Asomante,Aguada,Puerto Rico,602.0,1200.0,Not Owned
84,SOLD,215000,3.0,2.0,0.22,2 Bo Guerrero,Aguadilla,Puerto Rico,603.0,2070.0,Not Owned
85,SOLD,63000,3.0,2.0,0.05,Carr 467 Km # 20,Aguadilla,Puerto Rico,603.0,1184.0,Not Owned
86,SOLD,215000,3.0,2.0,0.22,465 Carr # 465,Aguadilla,Puerto Rico,603.0,1900.0,Not Owned
87,SOLD,115000,3.0,1.0,0.2,Sec Villa Cortez,Aguadilla,Puerto Rico,603.0,980.0,Not Owned
88,SOLD,99000,4.0,2.0,0.89,63 Calle Zagua,Aguadilla,Puerto Rico,603.0,1408.0,Not Owned
89,SOLD,850000,5.0,5.0,0.62,25 Calle Real,Aguadilla,Puerto Rico,603.0,8460.0,Not Owned
90,SOLD,140000,3.0,2.0,0.11,D4 Urb Brisas Del Campo Alegre # D4,Aguadilla,Puerto Rico,603.0,1116.0,Not Owned
91,SOLD,499000,4.0,3.0,0.26,110 Carr 110,Aguadilla,Puerto Rico,603.0,3734.0,Not Owned
92,SOLD,180000,3.0,2.0,0.17,26A Villa Matias,Aguadilla,Puerto Rico,603.0,1500.0,Not Owned
93,SOLD,225900,6.0,3.0,0.49,Pr 443 Km # 51,Aguadilla,Puerto Rico,603.0,2618.0,Not Owned
94,SOLD,260000,4.0,2.0,0.12,4 Calle Reparto Villa Marta,Aguadilla,Puerto Rico,603.0,1760.0,Not Owned
95,SOLD,31179,3.0,2.0,0.13,Victoria Altos Victoria,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
96,SOLD,500000,4.0,3.0,0.33,Km 7 3 Carr # 4459,Aguadilla,Puerto Rico,603.0,2950.0,Not Owned
97,SOLD,225000,3.0,2.0,0.21,Aguada Bo Guayabo,Aguada,Puerto Rico,603.0,1565.0,Not Owned
98,SOLD,28000,3.0,2.0,0.25,443 Km 1 5 Bo Caimital Alto,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
99,SOLD,425000,4.0,2.0,0.95,Pr,Aguadilla,Puerto Rico,603.0,3468.0,Not Owned
100,SOLD,300000,4.0,2.0,10.76,459 Camaseyes Carretera,Aguadilla,Puerto Rico,603.0,547.0,Not Owned
101,SOLD,75000,3.0,2.0,0.19,Kmhm 27 2 Pr # 110,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
102,SOLD,290000,3.0,2.0,0.15,110 Calle Carey # 110,Aguadilla,Puerto Rico,603.0,2280.0,Not Owned
103,SOLD,550000,3.0,4.0,0.2,17 Villa Ramon Marin Garcia,Aguadilla,Puerto Rico,603.0,4020.0,Not Owned
104,SOLD,234900,6.0,2.0,0.18,Bo Camaseyes Calle San Francisco # 108,Aguadilla,Puerto Rico,603.0,2035.0,Not Owned
105,SOLD,44720,3.0,2.0,0.18,Altos Victoria,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
106,SOLD,35000,3.0,2.0,0.4,Pr 443 Km Bo Caimital Abajo Unit 5,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
107,SOLD,75000,3.0,2.0,0.4,D-1 Solar,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
108,SOLD,37359,3.0,2.0,0.22,3 Aguadilla Bo Ceiba Baja-Lote,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
109,SOLD,739500,3.0,2.0,2.43,2 Playuela,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
110,SOLD,65000,3.0,2.0,0.28,2 Bo Ceiba Baja,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
111,SOLD,56406,3.0,2.0,0.33,8 Aguadilla Bo Ceiba Baja-Lote,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
112,SOLD,620000,5.0,3.0,0.52,110 St,Aguadilla,Puerto Rico,603.0,3267.0,Not Owned
113,SOLD,649900,8.0,3.0,0.19,Bo Montana Calle Las Palmas,Aguadilla,Puerto Rico,603.0,3700.0,Not Owned
114,SOLD,44995,3.0,2.0,0.26,2 Aguadilla Bo Ceiba Baja Lote,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
115,SOLD,37779,3.0,2.0,0.22,7 Bo Ceiba Baja-Lote,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
116,SOLD,60123,3.0,2.0,0.35,Aguadilla Bo Ceiba Baja,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
117,SOLD,38279,3.0,2.0,0.23,1 Aguadilla Bo Ceiba Baja-Lote,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
118,SOLD,199900,3.0,2.0,11.0,Aguada Bo Malpaso,Aguada,Puerto Rico,603.0,1200.0,Not Owned
119,SOLD,125000,3.0,2.0,0.22,26 Urb Playa India Solar 26 Sector Playuela,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
120,SOLD,200000,3.0,2.0,0.49,Carr Urb Mansiones De Versalles # 2,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
121,SOLD,150000,3.0,2.0,0.2,1 Bo Borinquen,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
122,SOLD,8000000,3.0,2.0,247.57,1 Barrio Jobos,Isabela,Puerto Rico,603.0,1200.0,Not Owned
123,SOLD,1000000,3.0,2.0,5.0,Bo Palmar Carr 111 1 9 Unit Km,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
124,SOLD,695000,3.0,2.0,1.89,Km 6 4 Carr # 110,Aguadilla,Puerto Rico,603.0,1200.0,Not Owned
125,SOLD,98000,5.0,2.0,4.55,Bo Maricao Afuera,Maricao,Puerto Rico,606.0,2156.0,Not Owned
126,SOLD,55000,5.0,2.0,5.14,Carretera 120 Km 25 9 Int Barrio Maricao Afuera,Maricao,Puerto Rico,606.0,2156.0,Not Owned
127,SOLD,75000,5.0,2.0,4.86,Carr 105 Km # 395,Maricao,Puerto Rico,606.0,1563.0,Not Owned
128,SOLD,80000,3.0,1.0,0.35,Indiera Baja Lot 72,Maricao,Puerto Rico,606.0,915.0,Not Owned
129,SOLD,160000,5.0,2.0,12.25,Km 5 1 Carr # 366,Maricao,Puerto Rico,606.0,915.0,Not Owned
130,SOLD,46900,3.0,1.0,0.12,8R Calle Balboa Unit 9A,Mayaguez,Puerto Rico,680.0,982.0,Not Owned
131,SOLD,125000,8.0,5.0,0.09,16 Calle Rosa Sg-16 Urbanizacion Valle Hermoso Sur,Hormigueros,Puerto Rico,660.0,2000.0,Not Owned
132,SOLD,95000,2.0,2.0,0.15,2 Calle E,Guanica,Puerto Rico,653.0,1393.0,Not Owned
133,SOLD,330000,3.0,2.0,1.75,Km 3 7 Int Camino La Laguna-Carr # 311,Cabo Rojo,Puerto Rico,623.0,1620.0,Not Owned
134,SOLD,115000,3.0,2.0,0.09,55 Doncella St,Mayaguez,Puerto Rico,680.0,1760.0,Not Owned
135,SOLD,285000,2.0,1.0,4.74,1921 Carr 312 Km 3 9 Int Bo Llanos Tuna Cabo Rojo Pr # 623,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
136,SOLD,215000,7.0,4.0,0.11,615 Calle Amapola,Mayaguez,Puerto Rico,680.0,2200.0,Not Owned
137,SOLD,115000,3.0,2.0,0.25,311 Carretera 311 Km 0 2 Unit 203,Cabo Rojo,Puerto Rico,623.0,1205.0,Not Owned
138,SOLD,140000,3.0,2.0,0.14,237 Calle # J,Mayaguez,Puerto Rico,680.0,1200.0,Not Owned
139,SOLD,87000,3.0,1.0,0.04,10 Calle Enrique Koppisch,Mayaguez,Puerto Rico,682.0,1000.0,Not Owned
140,SOLD,250000,4.0,2.0,0.08,36 Calle Betances,Cabo Rojo,Puerto Rico,623.0,3052.0,Not Owned
141,SOLD,70000,3.0,1.0,0.08,15 Rey,San German,Puerto Rico,683.0,894.0,Not Owned
142,SOLD,190000,5.0,5.0,0.08,1 Calle Reinaldo Santiago # 24,Mayaguez,Puerto Rico,680.0,1600.0,Not Owned
143,SOLD,150000,3.0,1.0,0.07,2 San German,San German,Puerto Rico,683.0,363.0,Not Owned
144,SOLD,750000,12.0,6.0,0.52,Calle 4,Cabo Rojo,Puerto Rico,623.0,4800.0,Not Owned
145,SOLD,125000,3.0,1.0,0.12,304 Calle Manuel Blanco Unit 304,Mayaguez,Puerto Rico,682.0,390.0,Not Owned
146,SOLD,950000,9.0,8.0,0.17,C1 Carr 429 Bo Barrero,Rincon,Puerto Rico,677.0,3852.0,Not Owned
147,SOLD,1200000,5.0,4.0,1.8,414 Carr 414 Bo Atalaya Km 0 6 Int Aguada,Aguada,Puerto Rico,677.0,6000.0,Not Owned
148,SOLD,495000,4.0,3.0,0.4,6 Calle B,Lajas,Puerto Rico,667.0,6500.0,Not Owned
149,SOLD,90000,3.0,1.0,0.19,308 Calle Santa Fe,Mayaguez,Puerto Rico,682.0,778.0,Not Owned
150,SOLD,395000,3.0,2.0,0.25,307 Lomas De La Bahia,Cabo Rojo,Puerto Rico,623.0,2800.0,Not Owned
151,SOLD,82000,1.0,1.0,0.12,Apt 1-A Calle Jose De Diego Unit-A,Mayaguez,Puerto Rico,680.0,471.0,Not Owned
152,SOLD,389000,2.0,2.0,0.25,19900 Carr 102 Km 9 8 Unit 601,Cabo Rojo,Puerto Rico,623.0,1356.0,Not Owned
153,SOLD,45000,3.0,2.0,0.2,Carr 102 Preliminar,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
154,SOLD,65000,3.0,2.0,0.26,1020 Calle Reina Isabel,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
155,SOLD,80000,3.0,2.0,0.49,Cam Valenta,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
156,SOLD,120000,3.0,2.0,2.82,Ii Camino Cofresi,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
157,SOLD,70000,3.0,2.0,0.28,11 D,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
158,SOLD,391000,4.0,2.0,20.4,1 Pr Km Bo Hormigueros Lot 2,Hormigueros,Puerto Rico,660.0,1233.0,Not Owned
159,SOLD,160000,3.0,2.0,14.34,1 Pr,Cabo Rojo,Puerto Rico,623.0,1000.0,Not Owned
160,SOLD,835000,4.0,2.0,17.97,1 Pr,Hormigueros,Puerto Rico,660.0,1233.0,Not Owned
161,SOLD,159000,3.0,2.0,0.44,Km Hm 5 1 Carr 3349 Striker St,Mayaguez,Puerto Rico,680.0,1000.0,Not Owned
162,SOLD,79000,6.0,3.0,0.25,Km 4 1 Carr # 2,Anasco,Puerto Rico,610.0,1230.0,Not Owned
163,SOLD,149900,3.0,2.0,0.15,1 Bo Humatas,Anasco,Puerto Rico,610.0,1687.0,Not Owned
164,SOLD,106000,2.0,1.0,0.13,Solar Carr 109 Km 4 9 Bo Carreras # 6,Anasco,Puerto Rico,610.0,826.0,Not Owned
165,SOLD,165000,5.0,3.0,0.11,19 Calle Riviera,Anasco,Puerto Rico,610.0,2327.0,Not Owned
166,SOLD,499000,8.0,6.0,0.13,499 Calle Reparto Playa,Anasco,Puerto Rico,610.0,1230.0,Not Owned
167,SOLD,140000,6.0,3.0,0.37,8 Brisas De Anasco Calle # 8,Anasco,Puerto Rico,610.0,1230.0,Not Owned
168,SOLD,450000,4.0,7.0,0.76,93 Calle Union # 1,Isabela,Puerto Rico,662.0,4000.0,Not Owned
169,SOLD,485000,4.0,3.0,0.21,6 Carr # 459,Isabela,Puerto Rico,662.0,3066.0,Not Owned
170,SOLD,1800000,6.0,3.0,0.97,Km 3 1 Carr # 472,Isabela,Puerto Rico,662.0,10000.0,Not Owned
171,SOLD,975000,6.0,4.0,16.0,Lote C-B 3 Carr 459 Km 10 6 Bo Jobos,Isabela,Puerto Rico,662.0,3739.0,Not Owned
172,SOLD,950000,4.0,2.0,0.49,1 Calle # 13,Rincon,Puerto Rico,677.0,2450.0,Not Owned
173,SOLD,349000,3.0,2.0,0.37,Solar 7 Sea Bch Unit B,Rincon,Puerto Rico,677.0,1688.0,Not Owned
174,SOLD,39900,3.0,1.0,0.25,Cond Terrazul Calle 3 Unit Apt 8,Arecibo,Puerto Rico,612.0,878.0,Not Owned
175,SOLD,29900,3.0,1.0,0.25,Cond Terrazul 3 St Apt 6,Arecibo,Puerto Rico,612.0,878.0,Not Owned
176,SOLD,475000,1.0,3.0,0.13,58 Calle Gonzalo Marin # 0,Arecibo,Puerto Rico,612.0,10000.0,Not Owned
177,SOLD,200000,4.0,3.0,0.24,Pr,Arecibo,Puerto Rico,612.0,3413.0,Not Owned
178,SOLD,84900,4.0,2.0,0.1,Arecibo Bo Arenalejos,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
179,SOLD,148000,5.0,2.0,0.49,Km 4 5 Sr-651,Arecibo,Puerto Rico,612.0,2058.0,Not Owned
180,SOLD,220000,6.0,3.0,0.45,Carr 681 Calle Los Feos 6 9 Int Unit Km,Arecibo,Puerto Rico,612.0,2900.0,Not Owned
181,SOLD,75000,3.0,2.0,0.27,Carr 651 Sector Mata De Platano,Arecibo,Puerto Rico,612.0,1100.0,Not Owned
182,SOLD,110000,4.0,2.0,0.13,Car 2 R656 K1 H1 Sector Pueblo Nuevo Bo Bajadero,Arecibo,Puerto Rico,612.0,1000.0,Not Owned
183,SOLD,150000,7.0,4.0,0.49,Pr # 6609,Arecibo,Puerto Rico,612.0,800.0,Not Owned
184,SOLD,69900,4.0,2.0,0.09,Arecibo Urb Reparto Marquez,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
185,SOLD,79000,6.0,3.0,0.09,Calle 5 Lote Lot 213,Arecibo,Puerto Rico,612.0,2472.0,Not Owned
186,SOLD,65000,3.0,1.0,0.09,Carr 635 Km # 80,Arecibo,Puerto Rico,612.0,1044.0,Not Owned
187,SOLD,179000,5.0,3.0,0.08,Calle V18 Urb Vis,Arecibo,Puerto Rico,612.0,2200.0,Not Owned
188,SOLD,145000,3.0,2.0,0.86,58 Herminio Daz,Arecibo,Puerto Rico,612.0,3500.0,Not Owned
189,SOLD,79000,3.0,1.0,0.13,26 Calle E # 3,Arecibo,Puerto Rico,612.0,1262.0,Not Owned
190,SOLD,360000,5.0,2.0,0.42,7 Urb Campo Real En Arecibo,Arecibo,Puerto Rico,612.0,6000.0,Not Owned
191,SOLD,50000,3.0,2.0,0.03,Sr 2 Santana Ward # 656,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
192,SOLD,134900,3.0,2.0,0.25,Arecibo Barrio Arenalejos,Arecibo,Puerto Rico,612.0,1856.0,Not Owned
193,SOLD,94600,3.0,1.0,0.08,W-8 Urb Jardines De Arecibo W-8 Calle # 33,Arecibo,Puerto Rico,612.0,1009.0,Not Owned
194,SOLD,59900,3.0,2.0,0.34,Areciibo Bo Hato Abajo,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
195,SOLD,239000,7.0,3.0,0.31,682 Sabana,Arecibo,Puerto Rico,612.0,2715.0,Not Owned
196,SOLD,279000,3.0,3.0,0.19,Km 6 3 Rincon Grande Carretera # 681,Arecibo,Puerto Rico,612.0,2872.0,Not Owned
197,SOLD,100000,3.0,1.0,4.89,K M 5 7 Pr # 627,Arecibo,Puerto Rico,612.0,1028.0,Not Owned
198,SOLD,89000,3.0,2.0,1.48,Carr 2 Calle Manantiales 62 4 Unit Km,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
199,SOLD,168000,4.0,3.0,0.25,Km 5 0 Int Carr 129 Lot 2,Arecibo,Puerto Rico,612.0,1600.0,Not Owned
200,SOLD,150000,3.0,2.0,0.29,638 Bo Miraflores Lote 2 Carr 638 Km Lot 58,Arecibo,Puerto Rico,612.0,1604.0,Not Owned
201,SOLD,60000,3.0,2.0,0.26,Bo Islote Nw Carr 681 Int,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
202,SOLD,140000,8.0,2.0,0.13,30 Calle A,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
203,SOLD,70000,2.0,1.0,0.1,Calle A,Arecibo,Puerto Rico,612.0,680.0,Not Owned
204,SOLD,80000,3.0,1.0,0.06,319 Calle # 1,Arecibo,Puerto Rico,612.0,750.0,Not Owned
205,SOLD,135000,5.0,2.0,0.13,59 Calle Brindis,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
206,SOLD,215000,3.0,3.0,0.24,6 Santana Lote 6 Villa Mena Carr 2 Km Lot 677,Arecibo,Puerto Rico,612.0,2183.0,Not Owned
207,SOLD,42900,3.0,2.0,0.17,Camuy Bo Yeguada,Camuy,Puerto Rico,612.0,900.0,Not Owned
208,SOLD,49900,3.0,2.0,0.25,Arecibo Bo Garrochales,Arecibo,Puerto Rico,612.0,1500.0,Not Owned
209,SOLD,138000,3.0,2.0,0.25,12 Urpila,Arecibo,Puerto Rico,612.0,1000.0,Not Owned
210,SOLD,289000,5.0,4.0,0.2,Carr 683 Calle # 3,Arecibo,Puerto Rico,612.0,2832.0,Not Owned
