,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,last_owned
1157,SOLD,95000,3.0,2.0,0.07,6 Calle 1,Guayama,Puerto Rico,784.0,1264.0,Not Owned
1158,SOLD,300000,4.0,5.0,0.37,Carr 3 Calle El Sol,Yabucoa,Puerto Rico,767.0,4902.0,Not Owned
1159,SOLD,81000,4.0,1.0,0.36,Carr 174 Lot G,Bayamon,Puerto Rico,956.0,1071.0,Not Owned
1160,SOLD,146995,4.0,3.0,0.36,K-19 Rio Sonador,Toa Alta,Puerto Rico,953.0,1000.0,Not Owned
1161,SOLD,185000,3.0,2.0,0.09,3013 Ave Alejandrino Apt 503,Guaynabo,Puerto Rico,969.0,1436.0,Not Owned
1162,SOLD,180000,3.0,3.0,0.09,Apt Prados Del Monte Unit 107,Guaynabo,Puerto Rico,969.0,2080.0,Not Owned
1163,SOLD,67000,7.0,3.0,0.06,F-26 F26 Delgado Dev # 2,Caguas,Puerto Rico,725.0,1410.0,Not Owned
1164,SOLD,185000,4.0,2.0,0.34,Blq A-1 Calle # 3,San Lorenzo,Puerto Rico,754.0,1100.0,Not Owned
1165,SOLD,97000,3.0,1.0,0.06,JJ25 Calle 600,Caguas,Puerto Rico,725.0,2447.0,Not Owned
1166,SOLD,85800,3.0,1.0,0.12,AK-87 Galicia St,Bayamon,Puerto Rico,957.0,810.0,Not Owned
1167,SOLD,118000,3.0,2.0,0.09,L6 Roble,Cidra,Puerto Rico,739.0,920.0,Not Owned
1168,SOLD,93300,3.0,1.0,0.3,1435 Calle Enrique,San Juan,Puerto Rico,924.0,900.0,Not Owned
1169,SOLD,79000,3.0,2.0,0.04,AH-4 25 St,Bayamon,Puerto Rico,956.0,1039.0,Not Owned
1170,SOLD,93500,6.0,5.0,0.14,183 Km # 157,Juncos,Puerto Rico,777.0,2790.0,Not Owned
1171,SOLD,83100,3.0,2.0,0.09,1 Calle Panama Unit 302,Caguas,Puerto Rico,725.0,1100.0,Not Owned
1172,SOLD,98400,3.0,3.0,0.17,787 Pr # 787,Cidra,Puerto Rico,739.0,14000.0,Not Owned
1173,SOLD,145000,4.0,2.0,0.09,796 Calle Lincoln,San Juan,Puerto Rico,926.0,1000.0,Not Owned
1174,SOLD,148000,3.0,2.0,0.09,12 Camino Os Abez Unit 1004,Guaynabo,Puerto Rico,969.0,1500.0,Not Owned
1175,SOLD,250000,3.0,3.0,0.74,Km 16 4 Carr # 919,Juncos,Puerto Rico,777.0,2200.0,Not Owned
1176,SOLD,2985000,7.0,6.0,0.54,386 Villas Reales,Guaynabo,Puerto Rico,969.0,7920.0,Not Owned
1177,SOLD,165000,6.0,3.0,0.09,U 14,Bayamón,Puerto Rico,959.0,1764.0,Not Owned
1178,SOLD,25000,3.0,2.0,0.12,Cecilio Domnguez Lot E2,Guayama,Puerto Rico,784.0,1500.0,Not Owned
1179,SOLD,1350000,5.0,5.0,0.25,78 Calle Viajera,Guaynabo,Puerto Rico,969.0,4120.0,Not Owned
1180,SOLD,357000,3.0,1.0,35.11,Km 152 1 Carr # 3,Salinas,Puerto Rico,751.0,1500.0,Not Owned
1181,SOLD,269000,3.0,2.0,5.16,Solar #6 Solar Lot 6,Cayey,Puerto Rico,736.0,1200.0,Not Owned
1182,SOLD,90000,3.0,2.0,0.25,A4 Calle 2,Cayey,Puerto Rico,736.0,1200.0,Not Owned
1183,SOLD,585000,3.0,2.0,2.05,C Ciudad Jardn,Toa Alta,Puerto Rico,953.0,1000.0,Not Owned
1184,SOLD,198000,3.0,2.0,0.75,Km 2 2 Carr Pr # 169,Guaynabo,Puerto Rico,969.0,2000.0,Not Owned
1185,SOLD,2850000,3.0,2.0,150.0,001 Final Carr 942,Gurabo,Puerto Rico,778.0,1190.0,Not Owned
1186,SOLD,118800,3.0,2.0,0.27,126 Apt D,Bayamon,Puerto Rico,959.0,1390.0,Not Owned
1187,SOLD,127600,6.0,4.0,0.25,830 Bo Cerro Gordo Carr 830 Km # 9,Bayamon,Puerto Rico,961.0,2705.0,Not Owned
1188,SOLD,110000,3.0,2.0,0.15,Pr 830 Lot 2,Bayamon,Puerto Rico,957.0,1197.0,Not Owned
1189,SOLD,85000,7.0,3.0,0.09,15 Ramon Emeterio Betances,Caguas,Puerto Rico,925.0,2087.0,Not Owned
1190,SOLD,65000,2.0,1.0,0.08,831 Calle Bayamonte Unit 1411,Bayamon,Puerto Rico,956.0,699.0,Not Owned
1191,SOLD,210000,7.0,4.0,0.12,112 Parcela,Cayey,Puerto Rico,736.0,3800.0,Not Owned
1192,SOLD,319900,4.0,3.0,0.16,K-27 Madison St,Guaynabo,Puerto Rico,969.0,2308.0,Not Owned
1193,SOLD,150000,3.0,2.0,0.09,Apt Portal De Sofia Unit 3104,Guaynabo,Puerto Rico,969.0,1285.0,Not Owned
1194,SOLD,65000,3.0,2.0,3.88,Km 1 6 Carr # 7737,Cayey,Puerto Rico,736.0,1200.0,Not Owned
1195,SOLD,265000,3.0,2.0,0.11,E32 Calle Guadalupe,Guaynabo,Puerto Rico,969.0,1896.0,Not Owned
1196,SOLD,117500,3.0,2.0,0.08,5403 Unit 5403,Bayamon,Puerto Rico,957.0,1300.0,Not Owned
1197,SOLD,50000,3.0,2.0,0.32,Lote A Harry S Trumann,Caguas,Puerto Rico,725.0,1150.0,Not Owned
1198,SOLD,89000,3.0,1.0,0.09,Edificio 2 Degetau Ave Apt 3B,Caguas,Puerto Rico,725.0,907.0,Not Owned
1199,SOLD,110100,3.0,2.0,0.06,3-S 51 Calle # 44,Toa Alta,Puerto Rico,Missing,1126.0,Not Owned
1200,SOLD,550000,5.0,5.0,0.13,13-5 Ave Santa Ana,Guaynabo,Puerto Rico,969.0,3240.0,Not Owned
1201,SOLD,135000,3.0,2.0,0.08,19 Carretera 2 Unit 1932,Bayamon,Puerto Rico,961.0,1453.0,Not Owned
1202,SOLD,110000,2.0,1.0,0.07,J-8 Urb Villa Carmen,Caguas,Puerto Rico,725.0,953.0,Not Owned
1203,SOLD,302400,7.0,5.0,0.5,15-B Oller,Caguas,Puerto Rico,725.0,3312.0,Not Owned
1204,SOLD,210000,4.0,3.0,0.09,1 Carr 199 Las Cumbres Ave Unit 105,Guaynabo,Puerto Rico,969.0,1660.0,Not Owned
1205,SOLD,135000,3.0,2.0,0.08,731 Condominio Primavera Unit Apt,Bayamon,Puerto Rico,956.0,1224.0,Not Owned
1206,SOLD,127000,3.0,2.0,0.13,Mm1 Bayamon Gdn,Bayamon,Puerto Rico,956.0,1300.0,Not Owned
1207,SOLD,18900,3.0,2.0,0.58,M 7 9 Carr # 763,Caguas,Puerto Rico,725.0,1150.0,Not Owned
1208,SOLD,142500,3.0,1.0,0.09,Km 25 9 Bo Quebrada Arenas Carr # 1,Caguas,Puerto Rico,725.0,920.0,Not Owned
1209,SOLD,115000,3.0,2.0,0.09,Porticos De Guaynabo Unit 3-302,Guaynabo,Puerto Rico,969.0,952.0,Not Owned
1210,SOLD,1750000,6.0,3.0,0.25,644 Calle Heliconia,San Juan,Puerto Rico,926.0,5700.0,Not Owned
1211,SOLD,498000,3.0,2.0,6.02,D-25 Parcela,San Juan,Puerto Rico,926.0,2000.0,Not Owned
1212,SOLD,60000,3.0,2.0,0.28,Lote 5 Lote Lot 5,Caguas,Puerto Rico,727.0,1150.0,Not Owned
1213,SOLD,90000,3.0,2.0,3.22,Solar 8 Carr # 745,San Lorenzo,Puerto Rico,754.0,2330.0,Not Owned
1214,SOLD,900000,5.0,2.0,0.97,Rio Piedra San Juan,San Juan,Puerto Rico,926.0,3500.0,Not Owned
1215,SOLD,325000,3.0,2.0,0.73,Km 1 3 Carr 842 Monacillo Km 1 3 Int Camino Romani San Juan,San Juan,Puerto Rico,926.0,2000.0,Not Owned
1216,SOLD,85000,3.0,2.0,0.8,1 Maga,Guaynabo,Puerto Rico,971.0,2000.0,Not Owned
1217,SOLD,645000,3.0,2.0,41.71,Carr 30 Villa Del Este,Gurabo,Puerto Rico,778.0,1190.0,Not Owned
1218,SOLD,250000,3.0,2.0,31.16,Bo Beatriz Cayey,Cayey,Puerto Rico,737.0,1200.0,Not Owned
1219,SOLD,950000,3.0,2.0,74.84,Carr 203 Villa Del Este,Gurabo,Puerto Rico,778.0,1190.0,Not Owned
1220,SOLD,140000,3.0,2.0,0.31,Carr 20 Carr # 20,Guaynabo,Puerto Rico,971.0,2000.0,Not Owned
1221,SOLD,3400000,3.0,2.0,4.97,Degetau Avenida Muoz Marin,Caguas,Puerto Rico,726.0,1150.0,Not Owned
1222,SOLD,66000,3.0,2.0,0.3,Lote 1 Bo Turabo Km Lot 403,Caguas,Puerto Rico,725.0,1777.0,Not Owned
1223,SOLD,75100,3.0,2.0,0.67,M-120 Jardines De Yabucoa,Yabucoa,Puerto Rico,767.0,857.0,Not Owned
1224,SOLD,75000,3.0,1.0,0.8,4-B Monte Real,Guayama,Puerto Rico,784.0,952.0,Not Owned
1225,SOLD,105000,4.0,4.0,0.09,94 St 1 94 Calle # 1,Caguas,Puerto Rico,725.0,1280.0,Not Owned
1226,SOLD,76000,3.0,2.0,0.97,16 19st 16 19st Campament,Gurabo,Puerto Rico,778.0,906.0,Not Owned
1227,SOLD,67000,3.0,1.0,0.1,B-9 Bloque # B9,Guayama,Puerto Rico,784.0,800.0,Not Owned
1228,SOLD,195000,6.0,3.0,0.22,Calle 1 Urb Hacienda El Zorzal,Bayamon,Puerto Rico,956.0,1240.0,Not Owned
1229,SOLD,295000,3.0,5.0,0.39,72 Pajaros,Bayamon,Puerto Rico,959.0,2608.0,Not Owned
1230,SOLD,220000,11.0,5.0,1.34,Km 66 8 Carretera # 14,Cayey,Puerto Rico,736.0,2100.0,Not Owned
1231,SOLD,49000,3.0,2.0,0.13,50 Calle A Lot 9,Patillas,Puerto Rico,723.0,900.0,Not Owned
1232,SOLD,83500,4.0,2.0,0.08,E-36 Borgoa,Bayamon,Puerto Rico,956.0,1822.0,Not Owned
1233,SOLD,149000,8.0,5.0,0.08,N31 Calle Kent,Bayamon,Puerto Rico,956.0,2364.0,Not Owned
1234,SOLD,149000,3.0,2.0,0.1,5 Bloque J Solar 5 Bloque # J,Cayey,Puerto Rico,736.0,1450.0,Not Owned
1235,SOLD,285000,4.0,2.0,0.48,A10 6,Guaynabo,Puerto Rico,965.0,1700.0,Not Owned
1236,SOLD,120600,3.0,2.0,0.09,113 Boulevard Del Rio 1 Unit A,Guaynabo,Puerto Rico,969.0,1102.0,Not Owned
1237,SOLD,495000,5.0,3.0,0.37,Km 3 2 Carr # 174,Bayamón,Puerto Rico,957.0,3154.0,Not Owned
1238,SOLD,190000,3.0,3.0,0.1,C12 4st Solar 12 Bloque C Calle # 4,Cayey,Puerto Rico,736.0,1700.0,Not Owned
1239,SOLD,175000,4.0,2.0,0.08,15 St T-25 Urb Flamboyan Gardens Bayamon Pr # 959,Bayamon,Puerto Rico,959.0,1480.0,Not Owned
1240,SOLD,104200,4.0,2.0,0.09,4F Villa Contesa,Bayamon,Puerto Rico,956.0,1254.0,Not Owned
1241,SOLD,105100,3.0,2.0,0.08,1803 Vereda De La Reina Apt B6,Toa Alta,Puerto Rico,953.0,1318.0,Not Owned
1242,SOLD,110100,3.0,2.0,0.29,10 7 H Notre Dame,Caguas,Puerto Rico,725.0,1152.0,Not Owned
1243,SOLD,106000,4.0,2.0,0.08,E3 El Rexmanor,Guayama,Puerto Rico,784.0,1050.0,Not Owned
1244,SOLD,125000,6.0,3.0,0.08,2M 16 Ave Laurel Ext,Bayamon,Puerto Rico,956.0,1625.0,Not Owned
1245,SOLD,78000,3.0,1.0,0.09,1 Ave Degetau Unit 2A,Caguas,Puerto Rico,727.0,892.0,Not Owned
1246,SOLD,1800000,5.0,3.0,0.5,C30 Calle 3,Guaynabo,Puerto Rico,966.0,5600.0,Not Owned
1247,SOLD,1500000,5.0,4.0,0.89,Carr 184 Urb Brisas Del Bosque,Cayey,Puerto Rico,736.0,6000.0,Not Owned
1248,SOLD,28500,3.0,2.0,0.1,84 Eugenio Mara De Hostos,Guayama,Puerto Rico,784.0,1500.0,Not Owned
1249,SOLD,89000,3.0,1.0,0.06,3 Poppy Unit 5L,San Juan,Puerto Rico,926.0,850.0,Not Owned
1250,SOLD,410000,4.0,3.0,0.12,D8 Calle Brazil,Guaynabo,Puerto Rico,966.0,1700.0,Not Owned
1251,SOLD,1300000,3.0,2.0,15.64,Km 20 2 Los Baldios Carr # 179,Cayey,Puerto Rico,736.0,1200.0,Not Owned
1252,SOLD,110000,3.0,2.0,0.67,8 Lote Lot 8,Guaynabo,Puerto Rico,969.0,2000.0,Not Owned
1253,SOLD,50000,3.0,2.0,0.26,Pr 734 Interior Km # 13,Cidra,Puerto Rico,739.0,1200.0,Not Owned
1254,SOLD,300000,3.0,2.0,8.9,Km 4 2 Sr 842,San Juan,Puerto Rico,928.0,2000.0,Not Owned
1255,SOLD,83000,3.0,2.0,0.97,Finca A C Caoba,Cayey,Puerto Rico,737.0,1200.0,Not Owned
1256,SOLD,120000,3.0,2.0,1.33,39 Riverside,Guaynabo,Puerto Rico,971.0,2000.0,Not Owned
1257,SOLD,100000,3.0,2.0,1.32,12.7 # Pr174 # PR174,Bayamon,Puerto Rico,961.0,1100.0,Not Owned
1258,SOLD,58000,2.0,2.0,0.06,Unit B-301 Unit B301,San Juan,Puerto Rico,907.0,819.0,Not Owned
1259,SOLD,97000,3.0,2.0,0.21,K28 Calle B,Juncos,Puerto Rico,777.0,802.0,Not Owned
1260,SOLD,90000,3.0,1.0,0.05,D13 Calle 3,Catano,Puerto Rico,962.0,800.0,Not Owned
1261,SOLD,135000,6.0,3.0,0.06,1209 Calle 20 NE,San Juan,Puerto Rico,920.0,3466.0,Not Owned
1262,SOLD,125000,2.0,2.0,0.06,155 Calle Mexico Apt 202,San Juan,Puerto Rico,917.0,921.0,Not Owned
1263,SOLD,475200,4.0,2.0,0.06,7 Ave Wilson Unit 1,San Juan,Puerto Rico,907.0,2834.0,Not Owned
1264,SOLD,6750000,3.0,2.0,0.19,2021 Italia St,San Juan,Puerto Rico,911.0,2000.0,Not Owned
1265,SOLD,85000,3.0,2.0,0.1,N-401 Cond Serena Vis Unit N401,Trujillo Alto,Puerto Rico,976.0,992.0,Not Owned
1266,SOLD,55000,2.0,1.0,0.06,304 Apt 304 Santa Maria Ii Unit 304,San Juan,Puerto Rico,921.0,700.0,Not Owned
1267,SOLD,56700,2.0,1.0,0.05,K-3 16 St,Catano,Puerto Rico,962.0,1025.0,Not Owned
1268,SOLD,120000,3.0,2.0,0.09,79B Calle Zorzal,Juncos,Puerto Rico,777.0,1160.0,Not Owned
1269,SOLD,139000,7.0,5.0,0.09,944 Villa Navarra,San Juan,Puerto Rico,924.0,2321.0,Not Owned
1270,SOLD,139000,3.0,2.0,0.08,402 Blvrd Media Luna Apt 304,Carolina,Puerto Rico,983.0,1454.0,Not Owned
1271,SOLD,127000,3.0,2.0,0.1,222 P71 Calle # 222,Trujillo Alto,Puerto Rico,976.0,1050.0,Not Owned
1272,SOLD,675000,3.0,1.0,0.09,57 Calle San Jose Unit 101,Old San Juan,Puerto Rico,926.0,2037.0,Not Owned
1273,SOLD,106100,3.0,1.0,0.12,N41 N41,Toa Baja,Puerto Rico,949.0,1000.0,Not Owned
1274,SOLD,105000,2.0,1.0,0.06,2000 Plaza Universidad Unit 1205,San Juan,Puerto Rico,925.0,807.0,Not Owned
1275,SOLD,73000,3.0,1.0,0.05,15 St Lot 3,Catano,Puerto Rico,962.0,872.0,Not Owned
1276,SOLD,1820000,6.0,4.0,0.12,2058 Calle Espana,San Juan,Puerto Rico,911.0,2295.0,Not Owned
1277,SOLD,125000,3.0,1.0,0.06,102 Avenida Arterial B Unit 2B,San Juan,Puerto Rico,918.0,1106.0,Not Owned
1278,SOLD,98500,3.0,2.0,0.1,860 Las Cuevas De Trujillo Alto Unit 301,Trujillo Alto,Puerto Rico,967.0,1200.0,Not Owned
1279,SOLD,80000,6.0,1.0,0.21,282 Calle 13 NW,San Juan,Puerto Rico,920.0,756.0,Not Owned
1280,SOLD,69900,3.0,2.0,0.02,16 Calle Alejandro Silva,Juncos,Puerto Rico,777.0,720.0,Not Owned
1281,SOLD,101000,5.0,2.0,0.08,J3 Calle Tiburcio Berty,Carolina,Puerto Rico,987.0,1700.0,Not Owned
1282,SOLD,96000,4.0,2.0,0.04,264 Calle Buenaventura,San Juan,Puerto Rico,915.0,1357.0,Not Owned
1283,SOLD,195000,2.0,2.0,0.97,856 Pr and Cienaga Baja Ward,Rio Grande,Puerto Rico,745.0,1441.0,Not Owned
1284,SOLD,95000,6.0,3.0,0.07,858 Calle 47 S,San Juan,Puerto Rico,920.0,1841.0,Not Owned
1285,SOLD,110000,3.0,2.0,1.15,1588U Paseo Diana,Toa Baja,Puerto Rico,949.0,1166.0,Not Owned
1286,SOLD,85000,1.0,1.0,0.09,1120 Calle Aleli,Toa Baja,Puerto Rico,949.0,3767.0,Not Owned
1287,SOLD,85000,3.0,1.0,0.06,503 Calle Modesta Apt 2003,San Juan,Puerto Rico,924.0,722.0,Not Owned
1288,SOLD,200000,3.0,2.0,0.09,1504 Avenida San Patricio Unit 1504,Guaynabo,Puerto Rico,969.0,1228.0,Not Owned
1289,SOLD,749000,4.0,3.0,0.12,713 Hernandez St,San Juan,Puerto Rico,907.0,3750.0,Not Owned
1290,SOLD,750000,8.0,7.0,0.07,66 Placid Ct,San Juan,Puerto Rico,907.0,2500.0,Not Owned
1291,SOLD,90000,3.0,2.0,0.93,G Y H 185 14 2 Rd Unit Km,Carolina,Puerto Rico,979.0,1200.0,Not Owned
1292,SOLD,105000,3.0,2.0,0.1,10B Cond Parque Terralinda Unit 10B,Trujillo Alto,Puerto Rico,976.0,1181.0,Not Owned
1293,SOLD,74900,2.0,1.0,3.4,1.7 Carr 843,Trujillo Alto,Puerto Rico,926.0,850.0,Not Owned
1294,SOLD,200000,4.0,2.0,0.07,1325 Calle Danubio,San Juan,Puerto Rico,920.0,1200.0,Not Owned
1295,SOLD,119000,3.0,2.0,0.06,3 Calle Hortensia Apt 2J,San Juan,Puerto Rico,926.0,1204.0,Not Owned
1296,SOLD,123900,3.0,2.0,0.08,55 Calle Astros,Carolina,Puerto Rico,979.0,777.0,Not Owned
1297,SOLD,250000,4.0,3.0,0.1,8 Calle Un,Guaynabo,Puerto Rico,966.0,2700.0,Not Owned
1298,SOLD,200000,3.0,2.0,0.09,Ave San Patricio Unit 1401,Guaynabo,Puerto Rico,969.0,1228.0,Not Owned
1299,SOLD,110000,3.0,1.0,0.04,E8 Ciudad Senorial,San Juan,Puerto Rico,926.0,900.0,Not Owned
1300,SOLD,69000,3.0,1.0,0.06,2 Calle Almonte Unit 17,San Juan,Puerto Rico,926.0,809.0,Not Owned
1301,SOLD,850000,8.0,6.0,0.12,1427 Calle Americo Salas,San Juan,Puerto Rico,909.0,4111.0,Not Owned
1302,SOLD,179000,2.0,2.0,0.06,213 Ave Las Marias Apt 502,San Juan,Puerto Rico,927.0,1008.0,Not Owned
1303,SOLD,385000,3.0,2.0,0.18,1775 Calle Santa Brigida,San Juan,Puerto Rico,926.0,1200.0,Not Owned
1304,SOLD,49000,3.0,1.0,0.86,3 Quebrada Seca,Ceiba,Puerto Rico,735.0,1200.0,Not Owned
1305,SOLD,30000,3.0,2.0,0.15,3 Sector Juan Prez,Juncos,Puerto Rico,777.0,1000.0,Not Owned
1306,SOLD,120000,3.0,1.0,0.06,1482 Ave Fd Roosevelt Apt 709,San Juan,Puerto Rico,920.0,806.0,Not Owned
1307,SOLD,1600000,3.0,2.0,0.04,O'Donell,San Juan,Puerto Rico,901.0,3176.0,Not Owned
1308,SOLD,112500,4.0,3.0,0.09,813 Calle Tulipn,Fajardo,Puerto Rico,738.0,3500.0,Not Owned
1309,SOLD,68100,3.0,2.0,2.57,856 Sr 856 Barraza,Carolina,Puerto Rico,983.0,1264.0,Not Owned
1310,SOLD,140000,3.0,2.0,0.55,AA14 Calle 32,Trujillo Alto,Puerto Rico,976.0,1816.0,Not Owned
1311,SOLD,66500,3.0,1.0,0.07,794 Calle Union # 15,San Juan,Puerto Rico,907.0,1374.0,Not Owned
1312,SOLD,43000,2.0,1.0,0.06,705 Calle Cortijo,San Juan,Puerto Rico,915.0,616.0,Not Owned
1313,SOLD,75000,2.0,1.0,0.08,26 Calle 36 Unit 111,Bayamon,Puerto Rico,961.0,721.0,Not Owned
1314,SOLD,215000,2.0,1.0,0.15,1663 Ave Ponce De Leon Apt 606,San Juan,Puerto Rico,909.0,598.0,Not Owned
1315,SOLD,495000,4.0,4.0,0.06,107 Tapia St,San Juan,Puerto Rico,911.0,2634.0,Not Owned
1316,SOLD,120000,3.0,2.0,0.1,2500 Patio Sevillano 1 Unit 2500,Trujillo Alto,Puerto Rico,976.0,1200.0,Not Owned
1317,SOLD,72900,3.0,2.0,0.08,B26 Del Lago Ave Unit B26,Toa Baja,Puerto Rico,949.0,1300.0,Not Owned
1318,SOLD,128300,3.0,2.0,0.06,3 San Juan Chalets Unit C3,San Juan,Puerto Rico,926.0,1265.0,Not Owned
1319,SOLD,114900,3.0,2.0,0.07,9G Calle Acuario,Trujillo Alto,Puerto Rico,926.0,900.0,Not Owned
1320,SOLD,99000,3.0,2.0,0.06,Ii Parque De La Ii Vis Unit 116,San Juan,Puerto Rico,926.0,997.0,Not Owned
1321,SOLD,1100000,7.0,6.0,0.32,CM-15 LA Cima,Trujillo Alto,Puerto Rico,976.0,5508.0,Not Owned
1322,SOLD,95500,1.0,1.0,0.06,424 Calle Ensenada Unit 913,San Juan,Puerto Rico,920.0,577.0,Not Owned
1323,SOLD,165000,3.0,2.0,0.19,1507 Calle Tamesis,San Juan,Puerto Rico,926.0,2000.0,Not Owned
1324,SOLD,135300,5.0,2.0,0.08,H-25 Santa Elena Calle # 6,Bayamon,Puerto Rico,958.0,2000.0,Not Owned
1325,SOLD,72000,3.0,2.0,0.08,421 Com Candelaria Arenas 421 Calle Laurel,Toa Baja,Puerto Rico,949.0,1260.0,Not Owned
1326,SOLD,51450,3.0,1.0,0.04,280 Calle Bartolome Las Casas,San Juan,Puerto Rico,915.0,786.0,Not Owned
1327,SOLD,52500,3.0,1.0,0.09,104 104 Apt D1,Caguas,Puerto Rico,725.0,848.0,Not Owned
1328,SOLD,91500,6.0,3.0,0.06,767 S 7 St,San Juan,Puerto Rico,921.0,2016.0,Not Owned
1329,SOLD,56000,3.0,1.0,0.04,741 Calle # 2,San Juan,Puerto Rico,915.0,725.0,Not Owned
1330,SOLD,86450,3.0,3.0,0.06,1210 Puerto Nuevo 11 St,San Juan,Puerto Rico,920.0,1340.0,Not Owned
1331,SOLD,69000,3.0,1.0,0.06,F1 Solar # F1,Cayey,Puerto Rico,736.0,750.0,Not Owned
1332,SOLD,109400,3.0,2.0,1.18,20 Kk,Bayamon,Puerto Rico,959.0,1390.0,Not Owned
1333,SOLD,175000,4.0,2.0,0.08,637 Calle Yunque,San Juan,Puerto Rico,920.0,1204.0,Not Owned
1334,SOLD,145000,3.0,2.0,0.32,65-13 44 Bloque,Bayamon,Puerto Rico,959.0,1200.0,Not Owned
1335,SOLD,160000,3.0,1.0,0.09,EB-5 Urb Los Almendros Calle Tilo,Bayamon,Puerto Rico,961.0,1000.0,Not Owned
1336,SOLD,219000,6.0,4.0,0.12,94 Calle Mayaguez Unit 94,San Juan,Puerto Rico,917.0,2503.0,Not Owned
1337,SOLD,135000,2.0,2.0,0.06,721 Calle Hernandez Apt 12E,San Juan,Puerto Rico,907.0,1203.0,Not Owned
1338,SOLD,150000,3.0,2.0,0.08,GG-4 Villa Del Monte,Toa Alta,Puerto Rico,953.0,992.0,Not Owned
1339,SOLD,125000,3.0,2.0,0.06,20 Condominio Hato Rey Plz Unit I,San Juan,Puerto Rico,918.0,2000.0,Not Owned
1340,SOLD,399000,4.0,2.0,0.09,146 Ave Santa Ana Ph D,Guaynabo,Puerto Rico,971.0,2700.0,Not Owned
1341,SOLD,74400,3.0,1.0,0.06,2 Condominio Borinquen Tower 2 Unit 801,San Juan,Puerto Rico,920.0,845.0,Not Owned
1342,SOLD,87000,3.0,1.0,0.08,4 Calle Isleta Unit 10A,Bayamon,Puerto Rico,960.0,975.0,Not Owned
1343,SOLD,240000,6.0,4.0,0.12,458 Pachin Marin Hato Rey,San Juan,Puerto Rico,918.0,3498.0,Not Owned
1344,SOLD,125000,3.0,1.0,0.16,B2-A Calle Araisco,Trujillo Alto,Puerto Rico,976.0,567.0,Not Owned
1345,SOLD,139500,3.0,2.0,0.1,D-20000 Cond Chalets Sevillanos 1 Unit D20000,Trujillo Alto,Puerto Rico,976.0,1300.0,Not Owned
1346,SOLD,134000,3.0,2.0,0.94,731 Calle Cupido Blq # 1256,San Juan,Puerto Rico,926.0,1288.0,Not Owned
1347,SOLD,115000,3.0,2.0,0.03,RG-49 Calle Acasia,Toa Baja,Puerto Rico,949.0,1250.0,Not Owned
1348,SOLD,329000,3.0,1.0,0.74,416 Calle Agueybana,San Juan,Puerto Rico,918.0,2500.0,Not Owned
1349,SOLD,184000,3.0,2.0,0.02,700 Calle Miramar,San Juan,Puerto Rico,907.0,2000.0,Not Owned
1350,SOLD,1500000,3.0,2.0,2.29,6 Corner of 869 Pr # 165 and Pr,Catano,Puerto Rico,962.0,1200.0,Not Owned
1351,SOLD,1382000,3.0,2.0,0.91,47 Ave Jose De Diego,San Juan,Puerto Rico,923.0,2000.0,Not Owned
1352,SOLD,161000,3.0,3.0,0.49,14 Villa Omar,Guaynabo,Puerto Rico,965.0,2372.0,Not Owned
1353,SOLD,92500,3.0,1.0,0.17,Lote 29-A Calle Lot 1,Toa Alta,Puerto Rico,953.0,1027.0,Not Owned
1354,SOLD,99900,3.0,2.0,0.1,Apto Cond Patios Sevillanos Unit W202,Trujillo Alto,Puerto Rico,976.0,1174.0,Not Owned
1355,SOLD,73400,3.0,1.0,0.08,C-76 Bo Sabana Seca Calle Buena Vis,Toa Baja,Puerto Rico,949.0,950.0,Not Owned
1356,SOLD,135000,4.0,2.0,0.09,307 Calle 26,San Juan,Puerto Rico,927.0,1644.0,Not Owned
1357,SOLD,89500,3.0,1.0,0.08,Edif 1 T1-302 Unit Edif1 Unit EDIF1,Bayamon,Puerto Rico,961.0,939.0,Not Owned
1358,SOLD,91000,3.0,2.0,0.1,175 Carr Unit N301,Trujillo Alto,Puerto Rico,976.0,998.0,Not Owned
1359,SOLD,150000,3.0,2.0,0.2,19 Solar 19 Bloque # H,Toa Alta,Puerto Rico,953.0,1290.0,Not Owned
1360,SOLD,165000,3.0,2.0,0.09,D-301 Valles De Torrimar Unit D301,Guaynabo,Puerto Rico,966.0,1445.0,Not Owned
1361,SOLD,92000,3.0,2.0,0.09,D-3 1,Cidra,Puerto Rico,739.0,930.0,Not Owned
1362,SOLD,114000,3.0,1.0,0.06,18 Alturas De Fairview,Trujillo Alto,Puerto Rico,976.0,827.0,Not Owned
1363,SOLD,85000,3.0,1.0,0.03,35F V 35 F V Tulipan,Toa Baja,Puerto Rico,949.0,1200.0,Not Owned
1364,SOLD,228000,3.0,2.0,0.06,23F Calle D,Guaynabo,Puerto Rico,965.0,1953.0,Not Owned
1365,SOLD,140000,4.0,2.0,0.09,A8 Calle Guaraguao,Toa Alta,Puerto Rico,949.0,1225.0,Not Owned
1366,SOLD,116000,3.0,1.0,0.08,Condominio Colinas Del Sol Bayamon Unit 3922,Bayamon,Puerto Rico,956.0,1027.0,Not Owned
1367,SOLD,169000,4.0,2.0,0.05,C4 Ave Mexico,Guaynabo,Puerto Rico,969.0,1200.0,Not Owned
1368,SOLD,525000,4.0,2.0,0.09,J79 Calle Sevilla Biltmore,Guaynabo,Puerto Rico,966.0,2064.0,Not Owned
